	score	l_child_score	r_child_score	phrase_length	pred_score	pred_phrase_length
995	4	2	3	3	3	3
996	2	2	2	6	2	6
997	3	4	2	2	3	2
998	2	1	2	5	2	5
999	2	2	2	1	2	1
1000	1	1	2	1	1	1
1001	2	2	2	3	2	3
1002	2	2	2	2	2	2
1003	2	2	2	1	2	1
1004	2	3	2	22	1	22
1005	3	2	2	21	1	21
1006	2	2	2	14	1	14
1007	2	2	2	6	2	6
1008	2	3	2	13	1	13
1009	2	2	3	1	2	1
1010	2	2	2	4	2	4
1011	2	2	2	12	1	12
1012	2	2	2	3	2	3
1013	2	2	2	1	2	1
1014	2	2	2	10	1	10
1015	2	2	2	1	2	1
1016	2	2	2	1	2	1
1017	2	2	2	1	1	1
1018	2	2	3	8	2	8
1019	3	3	2	7	2	7
1020	3	2	3	4	2	4
1021	2	2	2	2	2	2
1022	3	3	2	3	2	3
1023	2	2	2	1	2	1
1024	3	3	2	2	2	2
1025	2	2	2	1	2	1
1026	3	3	2	19	1	19
1027	3	2	3	3	1	3
1028	2	2	2	15	3	15
1029	3	2	2	2	1	2
1030	2	2	3	14	3	14
1031	2	2	2	1	1	1
1032	3	2	1	13	3	13
1033	2	2	2	7	2	7
1034	1	1	2	5	1	5
1035	2	2	2	6	2	6
1036	2	2	2	4	3	4
1037	2	2	2	2	2	2
1038	2	2	2	3	2	3
1039	2	1	3	3	3	3
1040	2	2	1	1	2	1
1041	2	2	3	2	2	2
1042	3	3	3	2	3	2
1043	3	2	3	1	2	1
1044	3	2	2	1	3	1
1045	3	3	3	11	3	11
1046	3	2	2	3	3	3
1047	3	2	3	7	3	7
1048	2	2	2	2	3	2
1049	3	2	2	6	3	6
1050	2	2	2	1	2	1
1051	2	3	3	4	3	4
1052	2	2	2	1	2	1
1053	3	2	3	3	2	3
1054	3	2	2	2	2	2
1055	2	3	2	1	2	1
1056	2	3	2	24	1	24
1057	3	3	0	23	1	23
1058	3	4	2	10	3	10
1059	0	2	1	12	1	12
1060	4	4	2	9	3	9
1061	2	2	2	1	2	1
1062	1	3	1	10	1	10
1063	4	2	4	8	3	8
1064	1	1	1	9	1	9
1065	4	2	4	7	3	7
1066	1	2	3	1	1	1
1067	1	2	2	7	2	7
1068	4	4	3	6	3	6
1069	2	2	2	1	2	1
1070	2	2	1	5	2	5
1071	4	2	4	2	4	2
1072	3	2	2	3	2	3
1073	1	2	2	4	2	4
1074	4	4	2	1	3	1
1075	2	2	2	2	3	2
1076	2	2	3	3	2	3
1077	2	3	2	1	2	1
1078	3	2	2	2	2	2
1079	2	2	2	1	2	1
1080	1	2	2	22	1	22
1081	2	2	2	3	2	3
1082	2	3	2	18	1	18
1083	2	2	2	2	2	2
1084	3	2	3	17	3	17
1085	2	2	2	1	2	1
1086	2	1	2	7	2	7
1087	3	2	3	9	3	9
1088	1	2	1	6	1	6
1089	2	3	2	1	1	1
1090	3	2	3	7	3	7
1091	1	2	1	5	1	5
1092	3	4	2	6	3	6
1093	1	3	1	4	1	4
1094	4	2	2	2	3	2
1095	2	2	2	3	2	3
1096	3	2	4	2	3	2
1097	1	2	2	1	1	1
1098	2	3	2	1	3	1
1099	2	2	2	2	2	2
1100	4	3	2	1	3	1
1101	2	2	2	1	2	1
1102	3	4	2	24	1	24
1103	4	4	2	23	1	23
1104	4	2	2	3	2	3
1105	2	2	3	19	1	19
1106	2	2	2	2	2	2
1107	3	2	2	18	1	18
1108	2	3	1	1	2	1
1109	2	1	2	17	1	17
1110	1	2	1	4	1	4
1111	2	2	1	12	1	12
1112	2	2	2	1	2	1
1113	1	2	1	2	2	2
1114	1	2	2	11	1	11
1115	1	2	0	1	1	1
1116	2	2	2	2	2	2
1117	2	2	2	8	1	8
1118	2	2	2	1	2	1
1119	2	2	2	7	1	7
1120	2	2	2	6	1	6
1121	2	2	1	2	1	2
1122	2	2	2	3	2	3
1123	1	1	2	1	1	1
1124	2	2	2	2	2	2
1125	2	2	2	1	2	1
1126	4	4	2	6	3	6
1127	4	2	4	5	3	5
1128	2	2	2	2	2	2
1129	4	3	2	2	3	2
1130	2	2	2	1	2	1
1131	2	3	1	1	2	1
1132	4	4	3	25	3	25
1133	4	4	2	20	3	20
1134	3	3	2	4	2	4
1135	4	4	4	19	3	19
1136	3	2	3	3	2	3
1137	4	4	2	5	3	5
1138	4	4	4	13	3	13
1139	2	2	2	2	2	2
1140	4	4	2	4	3	4
1141	4	2	3	2	3	2
1142	4	2	4	10	2	10
1143	2	2	2	1	2	1
1144	4	2	4	3	4	3
1145	3	4	2	1	3	1
1146	4	2	3	9	2	9
1147	4	4	2	2	3	2
1148	3	2	3	8	2	8
1149	4	3	3	1	4	1
1150	2	2	1	5	2	5
1151	3	2	3	2	2	2
1152	1	2	2	4	2	4
1153	3	2	2	1	2	1
1154	2	2	2	3	2	3
1155	2	2	3	2	2	2
1156	3	2	3	1	2	1
1157	4	3	4	18	3	18
1158	3	4	2	10	3	10
1159	4	4	2	7	3	7
1160	4	3	4	9	3	9
1161	4	2	4	6	4	6
1162	3	3	2	4	3	4
1163	4	4	2	4	3	4
1164	4	4	2	5	4	5
1165	3	2	2	3	3	3
1166	4	2	4	3	3	3
1167	4	2	3	1	4	1
1168	2	2	2	3	3	3
1169	2	3	2	2	3	2
1170	4	2	4	2	3	2
1171	2	2	2	2	3	2
1172	3	2	2	1	3	1
1173	2	2	2	1	2	1
1174	2	3	2	1	2	1
1175	4	2	2	19	3	19
1176	2	2	2	1	2	1
1177	2	2	3	17	3	17
1178	2	2	2	1	2	1
1179	3	3	2	15	3	15
1180	3	2	2	14	3	14
1181	2	3	2	13	3	13
1182	3	2	3	4	2	4
1183	2	2	2	8	3	8
1184	3	2	3	3	2	3
1185	2	3	2	7	3	7
1186	3	2	2	2	2	2
1187	3	2	2	1	2	1
1188	2	2	2	5	2	5
1189	2	2	2	1	2	1
1190	2	2	2	4	2	4
1191	2	2	1	3	2	3
1192	1	2	2	2	2	2
1193	2	2	2	1	2	1
1194	2	2	3	23	1	23
1195	2	2	2	8	2	8
1196	3	2	2	14	1	14
1197	2	2	2	4	2	4
1198	2	2	2	3	2	3
1199	2	2	3	13	1	13
1200	2	2	2	3	2	3
1201	2	2	2	1	2	1
1202	2	2	2	1	2	1
1203	2	2	2	1	2	1
1204	3	2	2	11	2	11
1205	2	2	2	1	2	1
1206	2	2	2	1	2	1
1207	2	2	2	10	2	10
1208	2	3	1	9	2	9
1209	3	3	2	6	2	6
1210	1	2	2	2	2	2
1211	3	4	2	5	2	5
1212	2	2	2	1	2	1
1213	4	2	2	4	2	4
1214	2	2	2	3	2	3
1215	2	2	2	2	2	2
1216	2	2	2	1	2	1
1217	4	2	4	3	3	3
1218	4	4	2	2	3	2
1219	4	4	2	1	4	1
1220	4	2	4	7	3	7
1221	2	2	2	4	2	4
1222	4	4	2	2	4	2
1223	2	2	2	1	2	1
1224	2	2	2	2	2	2
1225	4	2	3	1	4	1
1226	2	2	2	1	2	1
1227	4	4	3	22	1	22
1228	4	2	3	11	2	11
1229	3	2	4	10	1	10
1230	2	2	2	5	2	5
1231	3	2	3	5	2	5
1232	4	2	3	9	1	9
1233	2	2	2	4	2	4
1234	3	2	3	4	2	4
1235	3	4	2	8	1	8
1236	2	2	2	1	2	1
1237	2	2	2	2	2	2
1238	3	2	3	3	2	3
1239	4	2	3	7	1	7
1240	2	2	2	1	2	1
1241	3	2	4	2	2	2
1242	2	2	2	1	2	1
1243	3	2	2	5	2	5
1244	4	2	4	1	2	1
1245	2	2	2	4	2	4
1246	2	2	2	3	2	3
1247	2	2	2	2	2	2
1248	2	2	2	1	2	1
1249	3	2	3	10	2	10
1250	3	2	2	9	2	9
1251	2	1	3	8	2	8
1252	3	3	2	7	2	7
1253	2	2	2	6	2	6
1254	2	2	2	5	2	5
1255	2	2	2	4	2	4
1256	2	2	2	1	2	1
1257	2	2	2	2	3	2
1258	2	2	2	1	2	1
1259	1	3	2	21	1	21
1260	3	2	2	14	3	14
1261	2	2	2	6	1	6
1262	2	2	1	10	3	10
1263	2	2	2	3	2	3
1264	2	2	3	5	2	5
1265	2	4	1	2	2	2
1266	1	2	1	7	2	7
1267	2	2	1	2	2	2
1268	3	2	3	4	2	4
1269	4	3	2	1	2	1
1270	1	2	1	6	2	6
1271	1	2	3	1	2	1
1272	3	2	2	3	2	3
1273	1	1	2	5	2	5
1274	2	2	2	2	2	2
1275	1	2	2	4	2	4
1276	2	2	2	1	2	1
1277	2	1	2	3	2	3
1278	2	2	2	2	2	2
1279	2	2	2	1	2	1
1280	4	2	4	23	3	23
1281	4	4	2	22	3	22
1282	4	2	4	21	3	21
1283	4	4	4	20	3	20
1284	4	4	2	8	3	8
1285	4	3	4	11	3	11
1286	4	4	2	7	3	7
1287	3	2	2	1	2	1
1288	4	2	3	9	3	9
1289	4	2	4	2	4	2
1290	2	2	2	4	2	4
1291	3	2	3	8	3	8
1292	4	4	2	1	4	1
1293	2	2	2	3	2	3
1294	3	3	2	7	3	7
1295	2	2	2	1	2	1
1296	2	2	2	1	2	1
1297	3	2	3	4	3	4
1298	2	2	2	2	2	2
1299	3	2	4	3	3	3
1300	2	2	2	1	2	1
1301	4	4	2	2	3	2
1302	2	2	3	1	2	1
1303	3	4	2	26	3	26
1304	4	1	4	25	3	25
1305	1	2	2	4	2	4
1306	4	3	3	20	3	20
1307	2	0	2	3	1	3
1308	3	2	3	5	2	5
1309	3	2	4	14	3	14
1310	0	0	2	2	1	2
1311	3	2	2	4	2	4
1312	4	2	4	13	3	13
1313	2	2	2	1	2	1
1314	2	2	2	3	2	3
1315	4	3	4	12	4	12
1316	2	2	2	2	2	2
1317	4	2	4	11	3	11
1318	2	2	2	1	2	1
1319	4	2	4	10	3	10
1320	4	2	4	9	3	9
1321	4	4	4	8	4	8
1322	4	4	2	5	3	5
1323	4	4	2	2	4	2
1324	4	2	4	4	3	4
1325	2	2	2	1	2	1
1326	2	2	2	2	2	2
1327	4	2	3	1	3	1
1328	2	2	2	1	2	1
1329	3	2	3	23	1	23
1330	3	2	2	22	1	22
1331	2	2	3	21	1	21
1332	3	2	3	20	1	20
1333	2	2	3	2	2	2
1334	3	2	3	17	1	17
1335	3	2	2	1	2	1
1336	3	2	3	16	1	16
1337	2	2	2	1	2	1
1338	3	3	2	14	1	14
1339	3	2	2	5	2	5
1340	2	2	2	8	1	8
1341	2	3	2	4	2	4
1342	2	2	2	7	1	7
1343	2	2	1	3	1	3
1344	2	2	2	3	2	3
1345	2	2	2	3	1	3
1346	1	1	2	2	1	2
1347	2	2	2	2	2	2
1348	2	2	2	2	1	2
1349	1	2	0	1	1	1
1350	2	3	2	1	2	1
1351	2	2	2	1	3	1
1352	2	3	3	16	3	16
1353	3	2	2	4	3	4
1354	3	2	3	11	3	11
1355	2	2	2	2	2	2
1356	2	3	2	1	3	1
1357	3	1	3	10	2	10
1358	2	2	3	1	2	1
1359	3	1	2	9	3	9
1360	1	3	2	8	3	8
1361	3	2	2	2	3	2
1362	2	2	2	5	2	5
1363	2	2	3	1	2	1
1364	2	2	2	4	2	4
1365	2	2	2	1	2	1
1366	2	2	2	2	2	2
1367	2	2	2	1	2	1
1368	3	1	3	18	3	18
1369	1	2	1	8	2	8
1370	3	2	3	9	3	9
1371	1	2	1	7	3	7
1372	3	2	4	8	3	8
1373	2	2	2	1	2	1
1374	1	2	0	5	1	5
1375	2	2	2	1	2	1
1376	4	4	2	6	3	6
1377	0	2	1	4	2	4
1378	4	2	4	5	4	5
1379	1	0	2	3	3	3
1380	4	3	4	4	4	4
1381	0	0	2	1	1	1
1382	2	2	1	1	4	1
1383	4	4	2	3	3	3
1384	2	2	2	2	2	2
1385	2	2	2	1	2	1
1386	4	2	4	14	3	14
1387	4	2	3	13	2	13
1388	3	2	3	12	3	12
1389	2	2	2	2	2	2
1390	3	3	2	9	3	9
1391	2	2	2	1	2	1
1392	3	2	2	8	3	8
1393	2	4	1	7	3	7
1394	4	2	3	5	3	5
1395	1	2	2	1	1	1
1396	3	2	3	4	3	4
1397	3	2	3	3	3	3
1398	3	2	3	2	3	2
1399	3	3	2	1	3	1
1400	3	2	3	18	3	18
1401	2	2	2	2	2	2
1402	3	2	3	15	3	15
1403	2	2	2	1	2	1
1404	3	2	3	14	3	14
1405	3	3	2	13	3	13
1406	3	2	3	12	3	12
1407	3	2	3	11	3	11
1408	3	2	4	10	3	10
1409	4	2	3	9	3	9
1410	2	2	2	1	2	1
1411	3	2	2	7	3	7
1412	2	2	2	1	2	1
1413	2	2	2	5	3	5
1414	2	3	2	4	3	4
1415	2	2	2	3	2	3
1416	2	2	2	2	2	2
1417	2	2	2	1	2	1
1418	3	3	2	30	3	30
1419	3	4	3	29	3	29
1420	4	3	2	15	3	15
1421	3	2	3	13	3	13
1422	3	3	2	14	3	14
1423	3	2	3	12	3	12
1424	3	2	4	13	3	13
1425	3	4	1	11	3	11
1426	2	2	2	1	2	1
1427	4	2	4	11	3	11
1428	4	2	3	2	3	2
1429	1	2	2	8	2	8
1430	4	2	4	10	3	10
1431	3	4	2	1	3	1
1432	2	2	1	7	2	7
1433	2	2	2	1	2	1
1434	4	2	4	8	3	8
1435	2	2	2	4	2	4
1436	1	2	1	2	2	2
1437	4	4	4	7	3	7
1438	2	2	2	3	2	3
1439	1	1	2	1	2	1
1440	4	2	3	2	3	2
1441	4	2	4	4	3	4
1442	2	2	2	2	2	2
1443	3	3	2	1	2	1
1444	4	4	3	3	3	3
1445	2	2	2	1	2	1
1446	4	4	2	2	3	2
1447	4	3	2	1	3	1
1448	4	2	4	22	3	22
1449	2	2	2	1	2	1
1450	4	3	2	20	3	20
1451	3	3	3	19	3	19
1452	3	3	2	6	3	6
1453	3	2	3	12	3	12
1454	3	2	3	5	3	5
1455	3	3	2	11	3	11
1456	3	3	3	4	3	4
1457	3	3	3	4	3	4
1458	2	2	2	6	2	6
1459	3	2	3	1	3	1
1460	3	2	2	2	3	2
1461	3	2	3	3	3	3
1462	2	2	2	1	2	1
1463	2	2	2	4	2	4
1464	2	2	3	1	2	1
1465	3	2	3	2	2	2
1466	2	2	2	3	2	3
1467	3	3	2	1	3	1
1468	2	2	2	2	2	2
1469	2	2	2	1	2	1
1470	4	4	2	19	3	19
1471	4	4	3	13	3	13
1472	2	2	2	5	2	5
1473	4	2	2	4	2	4
1474	3	2	3	8	3	8
1475	2	2	2	4	2	4
1476	2	2	2	2	2	2
1477	2	2	2	1	2	1
1478	3	2	4	7	3	7
1479	2	2	2	3	2	3
1480	2	2	2	1	2	1
1481	4	4	2	6	3	6
1482	2	3	2	1	2	1
1483	2	1	2	1	2	1
1484	2	2	2	5	2	5
1485	2	2	2	4	2	4
1486	2	2	2	2	2	2
1487	2	2	2	1	2	1
1488	2	2	2	1	2	1
1489	4	2	4	39	3	39
1490	2	2	2	7	2	7
1491	4	4	2	31	3	31
1492	2	2	2	6	2	6
1493	4	4	3	30	3	30
1494	2	2	2	2	2	2
1495	2	2	2	3	2	3
1496	4	4	2	21	1	21
1497	3	2	3	8	3	8
1498	2	2	2	1	2	1
1499	2	2	2	1	2	1
1500	2	2	2	1	2	1
1501	4	4	3	20	1	20
1502	3	2	3	7	3	7
1503	4	3	2	13	1	13
1504	3	3	2	6	2	6
1505	2	2	2	1	3	1
1506	3	2	3	5	3	5
1507	3	3	2	12	3	12
1508	3	2	3	1	2	1
1509	2	2	2	4	2	4
1510	3	2	2	4	3	4
1511	3	3	2	4	2	4
1512	2	3	2	7	3	7
1513	2	2	2	3	2	3
1514	2	2	3	3	3	3
1515	3	3	3	3	2	3
1516	3	2	3	4	3	4
1517	2	2	2	2	2	2
1518	2	2	2	2	2	2
1519	3	3	3	2	3	2
1520	3	2	2	2	2	2
1521	3	2	3	3	2	3
1522	2	2	2	1	2	1
1523	2	2	2	1	2	1
1524	3	2	2	1	2	1
1525	2	2	2	1	2	1
1526	3	3	2	2	2	2
1527	2	2	2	1	2	1
1528	4	3	2	8	3	8
1529	3	3	2	4	3	4
1530	2	2	2	3	2	3
1531	3	2	3	1	2	1
1532	2	2	2	2	2	2
1533	2	2	2	2	2	2
1534	2	2	2	1	2	1
1535	2	2	2	1	2	1
1536	3	3	2	36	3	36
1537	3	2	3	32	3	32
1538	2	2	2	3	2	3
1539	3	2	2	31	3	31
1540	2	2	2	2	2	2
1541	2	2	3	30	3	30
1542	2	2	2	1	2	1
1543	2	3	2	10	2	10
1544	3	3	4	19	3	19
1545	3	2	2	9	1	9
1546	3	3	2	5	3	5
1547	4	3	2	13	3	13
1548	2	2	2	7	2	7
1549	2	2	2	1	2	1
1550	3	4	2	3	3	3
1551	2	2	2	1	2	1
1552	3	3	2	7	3	7
1553	2	2	4	5	3	5
1554	2	2	1	6	2	6
1555	2	2	2	2	1	2
1556	3	4	2	2	2	2
1557	2	2	2	4	2	4
1558	2	2	2	1	2	1
1559	4	2	3	3	3	3
1560	2	2	2	2	2	2
1561	1	1	2	3	2	3
1562	2	2	2	1	2	1
1563	2	2	3	1	2	1
1564	2	3	2	3	2	3
1565	3	4	2	2	3	2
1566	2	2	2	1	2	1
1567	1	1	2	1	2	1
1568	2	2	0	1	2	1
1569	2	2	2	2	2	2
1570	2	2	2	1	2	1
1571	2	2	2	1	2	1
1572	3	3	3	20	1	20
1573	3	3	3	12	2	12
1574	3	2	2	7	1	7
1575	3	3	2	11	1	11
1576	2	2	3	6	1	6
1577	3	2	3	6	2	6
1578	2	2	2	4	2	4
1579	3	3	2	5	1	5
1580	2	2	2	2	2	2
1581	3	2	2	3	2	3
1582	2	2	2	3	2	3
1583	3	2	3	4	1	4
1584	2	2	2	1	2	1
1585	2	3	2	2	3	2
1586	2	2	2	1	3	1
1587	2	2	2	1	2	1
1588	3	2	3	3	1	3
1589	3	2	3	1	1	1
1590	3	2	1	2	1	2
1591	1	2	1	1	1	1
1592	1	2	1	33	2	33
1593	2	2	3	14	3	14
1594	1	2	1	18	1	18
1595	3	2	4	13	3	13
1596	1	2	1	17	2	17
1597	2	2	2	2	2	2
1598	4	3	4	10	3	10
1599	1	1	2	16	2	16
1600	2	2	2	1	2	1
1601	3	2	2	2	2	2
1602	4	3	3	7	3	7
1603	1	2	1	15	2	15
1604	2	2	2	1	2	1
1605	3	2	2	6	2	6
1606	2	2	2	3	2	3
1607	1	2	2	11	2	11
1608	2	2	2	5	2	5
1609	2	2	2	1	2	1
1610	2	2	2	1	2	1
1611	2	2	1	10	2	10
1612	2	2	2	1	2	1
1613	2	2	2	3	2	3
1614	1	2	1	9	2	9
1615	2	2	2	2	2	2
1616	1	2	2	8	2	8
1617	2	2	2	1	2	1
1618	2	2	2	7	2	7
1619	2	2	2	6	2	6
1620	2	2	2	1	2	1
1621	2	2	2	4	2	4
1622	2	2	2	3	2	3
1623	2	2	2	2	2	2
1624	2	2	2	1	2	1
1625	3	2	4	15	3	15
1626	2	2	2	2	2	2
1627	4	2	3	12	3	12
1628	2	1	2	1	2	1
1629	3	2	3	11	3	11
1630	2	2	2	1	2	1
1631	3	3	2	9	3	9
1632	3	3	4	8	3	8
1633	4	3	2	7	3	7
1634	3	2	3	4	3	4
1635	2	2	2	2	2	2
1636	3	3	2	3	3	3
1637	2	3	1	1	2	1
1638	2	2	2	2	2	2
1639	2	2	3	1	3	1
1640	0	2	0	21	1	21
1641	2	2	2	4	2	4
1642	0	2	2	16	1	16
1643	2	2	2	3	2	3
1644	2	1	1	15	1	15
1645	2	2	2	2	2	2
1646	1	2	2	1	2	1
1647	1	0	2	13	1	13
1648	2	2	2	1	2	1
1649	0	2	0	12	1	12
1650	0	2	0	11	1	11
1651	0	2	3	10	1	10
1652	3	2	2	9	2	9
1653	2	2	2	8	2	8
1654	2	2	2	7	2	7
1655	2	2	2	3	2	3
1656	2	2	2	3	2	3
1657	2	2	2	2	2	2
1658	2	2	2	2	2	2
1659	2	2	2	1	2	1
1660	2	2	2	1	2	1
1661	3	2	4	17	1	17
1662	4	2	2	16	1	16
1663	2	2	3	2	2	2
1664	2	2	3	13	1	13
1665	3	2	1	1	2	1
1666	3	1	3	12	1	12
1667	1	2	1	1	1	1
1668	3	2	2	10	3	10
1669	2	2	3	9	2	9
1670	3	2	3	8	2	8
1671	3	2	2	7	2	7
1672	2	2	2	2	3	2
1673	2	2	2	4	2	4
1674	2	2	2	1	2	1
1675	2	2	2	1	2	1
1676	2	2	2	2	2	2
1677	2	2	2	1	3	1
1678	3	2	3	21	3	21
1679	2	2	2	1	3	1
1680	3	3	1	19	3	19
1681	1	2	2	18	3	18
1682	2	3	2	17	2	17
1683	2	2	1	16	2	16
1684	2	2	2	8	3	8
1685	1	2	1	7	3	7
1686	2	2	2	1	2	1
1687	2	2	2	6	2	6
1688	1	2	1	6	3	6
1689	2	2	2	5	2	5
1690	1	2	2	5	3	5
1691	2	2	2	4	2	4
1692	2	2	2	4	2	4
1693	2	2	1	3	1	3
1694	2	2	1	3	2	3
1695	1	2	1	2	1	2
1696	1	2	2	2	2	2
1697	1	2	2	1	2	1
1698	2	1	2	1	1	1
1699	4	2	3	6	2	6
1700	3	2	3	5	2	5
1701	2	2	2	1	2	1
1702	3	2	2	3	2	3
1703	2	2	2	2	2	2
1704	2	2	2	1	2	1
1705	2	2	2	23	1	23
1706	2	3	0	22	3	22
1707	3	3	2	11	2	11
1708	0	2	1	10	2	10
1709	3	3	2	10	3	10
1710	1	2	1	9	2	9
1711	3	2	4	9	2	9
1712	1	3	1	8	2	8
1713	4	3	2	8	2	8
1714	1	2	1	7	1	7
1715	3	3	2	3	3	3
1716	2	2	2	4	2	4
1717	1	2	1	6	1	6
1718	2	2	2	2	2	2
1719	2	2	2	3	2	3
1720	2	2	2	1	2	1
1721	1	2	2	4	1	4
1722	2	2	3	1	2	1
1723	2	2	2	2	2	2
1724	2	2	2	3	1	3
1725	2	2	2	1	2	1
1726	2	2	2	2	1	2
1727	2	2	2	1	2	1
1728	4	2	4	13	4	13
1729	4	4	2	12	3	12
1730	4	4	2	11	3	11
1731	4	2	4	8	3	8
1732	2	2	2	2	2	2
1733	4	3	3	7	3	7
1734	2	2	2	1	1	1
1735	3	2	4	6	3	6
1736	4	2	4	5	3	5
1737	4	2	4	4	3	4
1738	4	2	4	3	3	3
1739	4	2	4	2	3	2
1740	4	2	4	1	4	1
1741	3	2	2	12	1	12
1742	2	2	2	3	2	3
1743	2	3	2	8	1	8
1744	2	2	2	2	2	2
1745	3	2	3	7	1	7
1746	2	2	2	1	2	1
1747	3	2	3	6	2	6
1748	2	2	2	1	2	1
1749	3	2	2	4	2	4
1750	2	2	2	3	2	3
1751	2	2	2	2	2	2
1752	2	2	2	1	2	1
1753	4	4	2	25	3	25
1754	4	3	2	24	3	24
1755	3	2	3	3	3	3
1756	2	2	2	20	2	20
1757	3	2	2	2	3	2
1758	2	2	2	5	2	5
1759	2	2	2	14	2	14
1760	2	3	2	1	2	1
1761	2	2	2	1	2	1
1762	2	2	2	3	3	3
1763	2	1	2	13	2	13
1764	2	3	3	2	3	2
1765	1	2	2	3	2	3
1766	2	2	2	9	2	9
1767	3	2	3	1	2	1
1768	2	2	2	2	2	2
1769	2	2	2	8	2	8
1770	2	2	2	1	2	1
1771	2	2	2	7	2	7
1772	2	2	3	6	2	6
1773	3	2	2	5	2	5
1774	2	2	2	2	2	2
1775	2	2	2	2	2	2
1776	2	2	2	1	2	1
1777	2	2	2	1	2	1
1778	3	2	2	34	3	34
1779	2	3	3	33	3	33
1780	3	2	2	11	2	11
1781	3	2	3	21	2	21
1782	2	3	2	10	3	10
1783	3	2	2	20	2	20
1784	3	2	2	9	3	9
1785	2	2	2	19	2	19
1786	2	2	2	2	2	2
1787	2	2	3	6	3	6
1788	2	2	2	1	2	1
1789	2	2	2	17	2	17
1790	2	2	2	1	2	1
1791	3	2	3	5	3	5
1792	2	3	2	16	1	16
1793	3	2	2	4	3	4
1794	3	2	2	9	2	9
1795	2	2	2	6	2	6
1796	2	2	2	3	3	3
1797	2	2	2	8	2	8
1798	2	2	2	5	2	5
1799	2	2	2	2	3	2
1800	2	2	2	6	2	6
1801	2	2	2	1	2	1
1802	2	2	2	4	2	4
1803	2	1	2	1	2	1
1804	2	2	2	5	2	5
1805	2	2	2	2	2	2
1806	2	2	2	1	2	1
1807	2	2	2	4	2	4
1808	2	2	3	1	2	1
1809	2	2	2	2	2	2
1810	2	2	2	1	2	1
1811	2	2	2	1	2	1
1812	3	3	2	23	1	23
1813	3	2	2	13	3	13
1814	2	3	2	9	1	9
1815	2	2	2	1	2	1
1816	2	2	2	11	3	11
1817	3	3	2	8	1	8
1818	2	2	2	10	2	10
1819	3	2	3	6	2	6
1820	2	2	2	1	2	1
1821	2	2	2	9	3	9
1822	3	2	2	5	1	5
1823	2	2	2	4	2	4
1824	2	2	3	4	2	4
1825	2	2	2	1	2	1
1826	2	2	3	3	2	3
1827	2	2	2	3	2	3
1828	3	2	2	3	2	3
1829	3	2	3	2	2	2
1830	2	2	2	2	2	2
1831	2	2	2	2	2	2
1832	2	2	2	1	2	1
1833	2	2	2	1	2	1
1834	2	3	2	1	2	1
1835	4	2	2	17	2	17
1836	2	2	3	10	2	10
1837	2	2	2	6	2	6
1838	3	2	3	9	3	9
1839	2	2	2	5	2	5
1840	3	2	4	8	3	8
1841	2	2	2	4	2	4
1842	2	2	3	4	2	4
1843	4	2	3	3	3	3
1844	2	2	2	3	2	3
1845	3	2	2	3	2	3
1846	3	3	3	2	3	2
1847	2	2	2	2	2	2
1848	2	2	2	2	2	2
1849	3	2	3	1	3	1
1850	2	2	2	1	2	1
1851	2	2	2	1	2	1
1852	3	2	2	13	3	13
1853	2	2	2	3	3	3
1854	2	2	2	9	2	9
1855	2	2	2	2	3	2
1856	2	2	3	8	2	8
1857	2	2	3	1	2	1
1858	3	2	2	7	2	7
1859	2	2	3	6	2	6
1860	2	2	2	1	2	1
1861	3	2	2	4	2	4
1862	2	2	2	3	2	3
1863	2	2	2	2	2	2
1864	2	2	2	1	2	1
1865	3	2	2	26	3	26
1866	2	2	2	15	2	15
1867	2	2	3	10	3	10
1868	2	3	2	10	2	10
1869	2	2	2	4	2	4
1870	2	2	2	3	2	3
1871	3	2	2	6	3	6
1872	3	2	2	9	2	9
1873	2	2	2	3	2	3
1874	2	2	2	2	2	2
1875	2	3	2	5	3	5
1876	2	2	2	8	2	8
1877	2	2	2	2	2	2
1878	2	2	2	1	2	1
1879	3	2	3	4	3	4
1880	2	2	2	7	2	7
1881	2	2	2	1	2	1
1882	3	2	2	3	3	3
1883	2	3	2	5	2	5
1884	2	2	2	1	2	1
1885	2	3	2	2	3	2
1886	3	3	2	4	2	4
1887	2	1	2	1	2	1
1888	3	3	2	2	2	2
1889	2	2	2	1	2	1
1890	3	2	3	1	2	1
1891	4	2	3	21	3	21
1892	2	2	2	1	2	1
1893	3	2	4	19	3	19
1894	4	2	4	18	3	18
1895	4	4	3	17	3	17
1896	4	2	3	8	3	8
1897	3	1	2	8	1	8
1898	3	2	4	7	3	7
1899	2	2	2	7	3	7
1900	4	2	4	6	3	6
1901	2	2	1	6	3	6
1902	2	2	2	1	2	1
1903	4	2	4	4	3	4
1904	1	2	2	5	3	5
1905	4	4	4	3	3	3
1906	2	2	2	4	3	4
1907	4	3	3	2	3	2
1908	2	2	2	1	2	1
1909	2	2	2	2	3	2
1910	3	2	2	1	2	1
1911	2	2	2	1	2	1
1912	3	4	2	32	3	32
1913	4	2	3	31	3	31
1914	2	2	2	14	2	14
1915	3	3	3	16	3	16
1916	2	2	2	13	1	13
1917	3	2	4	6	3	6
1918	3	2	3	9	3	9
1919	2	2	1	12	1	12
1920	2	2	2	2	2	2
1921	4	4	2	3	3	3
1922	3	3	3	8	2	8
1923	1	2	2	11	2	11
1924	2	2	2	1	2	1
1925	4	2	3	2	3	2
